Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Capital Gains
2020-03-09 00:00:00-04:00,64.00660075736148,67.48661751740467,63.824591466108316,64.59388732910156,286744800,0.0,0.0,AAPL,
2020-03-10 00:00:00-04:00,67.25607654604191,69.5129887846972,65.37045555760074,69.24604034423828,285290000,0.0,0.0,AAPL,
2020-03-11 00:00:00-04:00,67.31672823268998,68.24618550081415,65.97470631539656,66.84107208251953,255598800,0.0,0.0,AAPL,
2020-03-12 00:00:00-04:00,62.111272274536645,65.52333888472222,60.18440016078189,60.24021530151367,418474000,0.0,0.0,AAPL,
2020-03-13 00:00:00-04:00,64.28324334840872,67.93070839286551,61.38565181622262,67.45748138427734,370732000,0.0,0.0,AAPL,
2020-03-16 00:00:00-04:00,58.71619032815072,62.87327957704444,58.24296696218062,58.77928924560547,322423600,0.0,0.0,AAPL,
2020-03-17 00:00:00-04:00,60.06547737431807,62.516533028751404,57.85467155764232,61.36381149291992,324056000,0.0,0.0,AAPL,
2020-03-18 00:00:00-04:00,58.18714213130372,60.66974714775329,57.544040589745045,59.86162567138672,300233600,0.0,0.0,AAPL,
2020-03-19 00:00:00-04:00,60.03635403076777,61.35895376017689,58.8763487771661,59.40296173095703,271857200,0.0,0.0,AAPL,
2020-03-20 00:00:00-04:00,59.985403245758334,61.11386300197094,55.330821042511275,55.631744384765625,401693200,0.0,0.0,AAPL,
2020-03-23 00:00:00-04:00,55.35023092369006,55.45215566699075,51.59598621533572,54.44989013671875,336752800,0.0,0.0,AAPL,
2020-03-24 00:00:00-04:00,57.35961698057595,60.109170897229895,56.859698759909456,59.912601470947266,287531200,0.0,0.0,AAPL,
2020-03-25 00:00:00-04:00,60.85176020184459,62.67185273031452,59.286481367958,59.582550048828125,303602000,0.0,0.0,AAPL,
2020-03-26 00:00:00-04:00,59.82524536167027,62.77622003802829,59.786415821760485,62.717979431152344,252087200,0.0,0.0,AAPL,
2020-03-27 00:00:00-04:00,61.33712415208677,62.09428153233142,59.95385443702902,60.12130355834961,204216800,0.0,0.0,AAPL,
2020-03-30 00:00:00-04:00,60.849342024154396,62.0093475048291,60.52414930589501,61.83704376220703,167976400,0.0,0.0,AAPL,
2020-03-31 00:00:00-04:00,62.02875857181586,63.70081315714961,61.15511262455559,61.710845947265625,197002000,0.0,0.0,AAPL,
2020-04-01 00:00:00-04:00,59.82036933508518,60.3591169738146,58.0318264145662,58.46379470825195,176218400,0.0,0.0,AAPL,
2020-04-02 00:00:00-04:00,58.32547715782636,59.49276269917482,57.49066070248686,59.43937301635742,165934000,0.0,0.0,AAPL,
2020-04-03 00:00:00-04:00,58.922452391392184,59.62621989614178,57.99299152766576,58.58512878417969,129880000,0.0,0.0,AAPL,
2020-04-06 00:00:00-04:00,60.88816668017039,63.851275540137046,60.51929722354272,63.69596481323242,201820400,0.0,0.0,AAPL,
2020-04-07 00:00:00-04:00,65.7174729657415,65.93588999958892,62.85386360925453,62.958213806152344,202887200,0.0,0.0,AAPL,
2020-04-08 00:00:00-04:00,63.76150035495677,64.88510570226441,63.39505997306274,64.56962585449219,168895200,0.0,0.0,AAPL,
2020-04-09 00:00:00-04:00,65.20786042767898,65.54032952455171,64.2371442763535,65.03555297851562,161834800,0.0,0.0,AAPL,
2020-04-13 00:00:00-04:00,65.11321477612952,66.42125839971293,64.51136807094039,66.31204986572266,131022800,0.0,0.0,AAPL,
2020-04-14 00:00:00-04:00,67.9501340306998,69.95223619410436,67.47690692059525,69.66101837158203,194994800,0.0,0.0,AAPL,
2020-04-15 00:00:00-04:00,68.53255414367216,69.48628092008256,68.10301494206142,69.02519226074219,131154400,0.0,0.0,AAPL,
2020-04-16 00:00:00-04:00,69.74108036066085,69.94007888429853,68.52040549421,69.5736312866211,157125200,0.0,0.0,AAPL,
2020-04-17 00:00:00-04:00,69.08830567330986,69.63676274652339,67.18812439019051,68.629638671875,215250000,0.0,0.0,AAPL,
2020-04-20 00:00:00-04:00,67.45263835997193,68.35782638874939,67.18568994969831,67.2051010131836,130015200,0.0,0.0,AAPL,
2020-04-21 00:00:00-04:00,67.04736932204841,67.2827683027009,64.41430008220807,65.12777709960938,180991600,0.0,0.0,AAPL,
2020-04-22 00:00:00-04:00,66.39940158614417,67.4404966317663,66.05723069304202,67.00367736816406,116862400,0.0,0.0,AAPL,
2020-04-23 00:00:00-04:00,66.94784510905522,68.3747986128888,66.7051661432597,66.7439956665039,124814400,0.0,0.0,AAPL,
2020-04-24 00:00:00-04:00,67.27062041354411,68.68058478279482,67.22208165212722,68.6708755493164,126161200,0.0,0.0,AAPL,
2020-04-27 00:00:00-04:00,68.38695250061332,69.05189812563647,67.93800218832392,68.71942901611328,117087600,0.0,0.0,AAPL,
2020-04-28 00:00:00-04:00,69.18293587962397,69.36494515545422,67.51331034369456,67.60552215576172,112004800,0.0,0.0,AAPL,
2020-04-29 00:00:00-04:00,69.0979975124322,70.29683242001799,68.89414803177873,69.82603454589844,137280800,0.0,0.0,AAPL,
2020-04-30 00:00:00-04:00,70.36721610873765,71.47626115798072,69.976506388418,71.29910278320312,183064000,0.0,0.0,AAPL,
2020-05-01 00:00:00-04:00,69.46688831772317,72.56104666200604,69.36981816458832,70.1512451171875,240616800,0.0,0.0,AAPL,
2020-05-04 00:00:00-04:00,70.17549663342325,71.27240315582554,69.48385993378157,71.14378356933594,133568000,0.0,0.0,AAPL,
2020-05-05 00:00:00-04:00,71.60487317175793,73.04638718577591,71.45926427424553,72.2115707397461,147751200,0.0,0.0,AAPL,
2020-05-06 00:00:00-04:00,72.9153300566067,73.58997737842726,72.52947133643356,72.95658874511719,142333600,0.0,0.0,AAPL,
