Open,High,Low,Close,Volume,Ticker,Date,Adj Close
76.27674246116707,76.77915375854026,76.25424728681476,76.61418151855469,8580800.0,TLT,2014-01-02,
76.344227984224,76.82414410724488,76.3067379339873,76.61418151855469,4083800.0,TLT,2014-01-03,
76.77168083838905,77.23660225132579,76.76418625829986,76.93665313720703,7796200.0,TLT,2014-01-06,
77.10166496253123,77.22914154204074,76.90669708024487,77.13166046142578,4428100.0,TLT,2014-01-07,
76.82412890295093,77.00410170425387,76.5616757190304,76.92161560058594,8513000.0,TLT,2014-01-08,
77.21406434434093,77.39403142481018,76.86912505633723,77.37153625488281,6991100.0,TLT,2014-01-09,
77.81398523873192,78.3913881782071,77.75400000380338,78.29390716552734,13197400.0,TLT,2014-01-10,
78.36891674605786,78.84133279518396,78.33892125897863,78.6838607788086,9667400.0,TLT,2014-01-13,
78.47389864006016,78.60887547233521,78.27893083320633,78.32392120361328,10343100.0,TLT,2014-01-14,
78.01643658776432,78.36887622740761,77.93395047120731,78.24139404296875,7507500.0,TLT,2014-01-15,
78.62382696039006,78.78879918890092,78.52634597129321,78.76630401611328,7137700.0,TLT,2014-01-16,
78.63134637238153,79.12625745716818,78.57885571610032,79.09626770019531,7588600.0,TLT,2014-01-17,
79.07377149019634,79.29123442798678,79.03628143123076,79.15625762939453,6436000.0,TLT,2014-01-21,
79.01378674126228,79.29873521958817,78.91630000103153,78.96129608154297,4646700.0,TLT,2014-01-22,
79.39622131085856,80.30356318457235,79.39622131085856,80.07860565185547,12960600.0,TLT,2014-01-23,
80.37852254669262,80.60347998928167,80.22854519724902,80.59598541259766,11122200.0,TLT,2014-01-24,
80.40104208857811,80.68599055731309,80.01110658288536,80.03360748291016,9218200.0,TLT,2014-01-27,
80.16856092314478,80.22854614257812,79.89860741201636,80.22854614257812,5661500.0,TLT,2014-01-28,
80.5135157539066,81.09841323363537,80.22856159225776,80.8884506225586,11709400.0,TLT,2014-01-29,
80.58850506741605,80.73847673293957,80.31855149263187,80.65599060058594,5956900.0,TLT,2014-01-30,
81.13589375959812,81.29337142046424,80.87344052657359,81.19588470458984,14690900.0,TLT,2014-01-31,
81.03499504195624,82.20025963328598,80.89967336356698,82.18522644042969,20780300.0,TLT,2014-02-03,
81.58379374326265,81.69656276212588,81.1703149883249,81.31315612792969,9573500.0,TLT,2014-02-04,
80.9598164146488,81.0274743850122,80.44860182999977,80.56137084960938,10312200.0,TLT,2014-02-05,
80.41850809398582,80.45609393330622,80.08020112608794,80.21552276611328,5708700.0,TLT,2014-02-06,
80.03515047324973,80.60650953633719,80.0201172743906,80.28324127197266,7039200.0,TLT,2014-02-07,
80.14792726895611,80.53133983707913,80.11785513266474,80.50878143310547,4370500.0,TLT,2014-02-10,
80.14788260717415,80.20802684624198,79.80958129984072,80.04263305664062,5904900.0,TLT,2014-02-11,
79.81714272463842,79.84721486214266,79.40366373922097,79.62919616699219,6723300.0,TLT,2014-02-12,
80.13283259269284,80.23808786433396,79.91481979365848,80.08020782470703,6874600.0,TLT,2014-02-13,
80.11779334298384,80.17041810698926,79.89225536257823,80.12531280517578,4989100.0,TLT,2014-02-14,
