Open,High,Low,Close,Volume,Ticker,Date
41.52337861142727,41.826988427944165,41.374806740627996,41.71071243286133,5829600.0,VNQ,2014-01-02
41.65901376074527,42.10473902285819,41.60733939792733,41.94324493408203,2771700.0,VNQ,2014-01-03
42.07891414143014,42.35022312294997,41.94325965067023,42.15643310546875,2917500.0,VNQ,2014-01-06
42.14350537825696,42.51817293017033,42.033690556340495,42.3437614440918,2582600.0,VNQ,2014-01-07
42.23394316407359,42.38898107755142,41.9497168461837,42.13705062866211,3368400.0,VNQ,2014-01-08
42.30500097564849,42.31792326597651,41.82697973011618,42.13705062866211,2543000.0,VNQ,2014-01-09
42.47941174270731,42.737803302371816,42.382514291781995,42.71196365356445,2683900.0,VNQ,2014-01-10
42.69904330720465,42.783023401750825,42.31145841428239,42.427734375,3650800.0,VNQ,2014-01-13
42.576310299906474,42.86699773182638,42.414816186971144,42.7378044128418,2383400.0,VNQ,2014-01-14
42.73134922872385,43.13831267585859,42.73134922872385,43.06079864501953,3069700.0,VNQ,2014-01-15
42.9897338434969,43.15768416862244,42.9897338434969,43.1383056640625,2704800.0,VNQ,2014-01-16
43.18352783915689,43.261046793025024,42.84762222921407,42.88637924194336,2957800.0,VNQ,2014-01-17
43.09954864412064,43.44191536701785,43.01556855316986,43.27396011352539,3255800.0,VNQ,2014-01-21
43.299782961547265,43.584014060494056,43.28040446451129,43.46127700805664,3432800.0,VNQ,2014-01-22
43.312726330626,43.44838080432416,43.15123220549825,43.35794448852539,3262600.0,VNQ,2014-01-23
43.164139250195284,43.22873589912499,42.72487513770149,42.815311431884766,2745800.0,VNQ,2014-01-24
42.8411670852063,43.00912237790859,42.31792762643061,42.485877990722656,3818500.0,VNQ,2014-01-27
42.53754629971128,42.91867495053834,42.49878929157628,42.841156005859375,2406700.0,VNQ,2014-01-28
42.62799820109915,42.82179316949811,42.39544621038471,42.608619689941406,3308200.0,VNQ,2014-01-29
42.770095353697606,43.416071731059134,42.73133834814668,43.25457763671875,2990100.0,VNQ,2014-01-30
42.91221439828197,43.680927926289066,42.77655993952937,43.48713302612305,5454400.0,VNQ,2014-01-31
43.4225422233554,43.48713888931704,42.62798893963918,42.79594421386719,7310400.0,VNQ,2014-02-03
